timestamp, latitude, longitude, counter
2024-12-18 16:00:33,1000.0,1000.0,0
2024-12-18 16:00:37,1000.0,1000.0,1
2024-12-18 16:00:44,1000.0,1000.0,2
2024-12-18 16:00:51,1000.0,1000.0,3
